Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1,0.0322580645161,0.161290322581,0.41935483871,0.0,0.0967741935484,0.0967741935484,0.0,0.0322580645161,0.161290322581,0.0
2,0.225806451613,0.0322580645161,0.483870967742,0.0322580645161,0.0322580645161,0.0,0.0322580645161,0.0,0.161290322581,0.0
3,0.677419354839,0.0,0.0322580645161,0.0322580645161,0.0967741935484,0.0322580645161,0.0,0.129032258065,0.0,0.0
4,0.967741935484,0.0,0.0,0.0,0.0322580645161,0.0,0.0,0.0,0.0,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.387096774194,0.0322580645161,0.0,0.0,0.129032258065,0.0322580645161,0.0322580645161,0.354838709677,0.0,0.0322580645161
7,0.225806451613,0.0645161290323,0.193548387097,0.129032258065,0.161290322581,0.0967741935484,0.0645161290323,0.0,0.0645161290323,0.0
8,0.483870967742,0.161290322581,0.0967741935484,0.0,0.0,0.129032258065,0.0645161290323,0.0322580645161,0.0,0.0322580645161
9,0.645161290323,0.0645161290323,0.0322580645161,0.0,0.129032258065,0.0,0.0,0.129032258065,0.0,0.0
10,0.548387096774,0.0645161290323,0.0322580645161,0.129032258065,0.0322580645161,0.0967741935484,0.0,0.0645161290323,0.0322580645161,0.0
11,0.741935483871,0.0,0.0,0.0,0.0322580645161,0.0,0.0322580645161,0.193548387097,0.0,0.0
12,0.387096774194,0.290322580645,0.0322580645161,0.0,0.0322580645161,0.129032258065,0.0322580645161,0.0967741935484,0.0,0.0
13,0.741935483871,0.0967741935484,0.0,0.0,0.0322580645161,0.0322580645161,0.0322580645161,0.0645161290323,0.0,0.0
14,0.161290322581,0.129032258065,0.0322580645161,0.225806451613,0.129032258065,0.161290322581,0.0645161290323,0.0,0.0967741935484,0.0
15,0.677419354839,0.193548387097,0.0,0.0,0.0645161290323,0.0,0.0645161290323,0.0,0.0,0.0
16,0.741935483871,0.193548387097,0.0,0.0322580645161,0.0,0.0,0.0,0.0322580645161,0.0,0.0
17,0.290322580645,0.0322580645161,0.0645161290323,0.0322580645161,0.225806451613,0.161290322581,0.0,0.0967741935484,0.0645161290323,0.0322580645161
18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.161290322581,0.0967741935484,0.354838709677,0.0,0.0967741935484,0.129032258065,0.0645161290323,0.0,0.0967741935484,0.0
20,0.451612903226,0.0967741935484,0.0322580645161,0.0322580645161,0.0645161290323,0.0645161290323,0.129032258065,0.0967741935484,0.0,0.0322580645161
21,0.58064516129,0.0967741935484,0.0322580645161,0.161290322581,0.0322580645161,0.0322580645161,0.0,0.0645161290323,0.0,0.0
22,0.193548387097,0.161290322581,0.161290322581,0.0322580645161,0.0,0.322580645161,0.0322580645161,0.0,0.0645161290323,0.0322580645161
23,0.451612903226,0.161290322581,0.0645161290323,0.225806451613,0.0,0.0,0.0,0.0645161290323,0.0,0.0322580645161
24,0.548387096774,0.0967741935484,0.0645161290323,0.0645161290323,0.129032258065,0.0,0.0322580645161,0.0645161290323,0.0,0.0
25,0.838709677419,0.0,0.0,0.0,0.0322580645161,0.0,0.0322580645161,0.0967741935484,0.0,0.0
26,0.225806451613,0.322580645161,0.0322580645161,0.258064516129,0.0645161290323,0.0,0.0322580645161,0.0322580645161,0.0,0.0322580645161
27,0.129032258065,0.225806451613,0.290322580645,0.0,0.0,0.193548387097,0.0322580645161,0.0,0.0967741935484,0.0322580645161
28,0.451612903226,0.0,0.0322580645161,0.0645161290323,0.0967741935484,0.0,0.0645161290323,0.225806451613,0.0,0.0645161290323
29,0.451612903226,0.0322580645161,0.0322580645161,0.0645161290323,0.0322580645161,0.0645161290323,0.0322580645161,0.225806451613,0.0322580645161,0.0322580645161
30,0.806451612903,0.161290322581,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.0,0.0
31,0.41935483871,0.0322580645161,0.0322580645161,0.193548387097,0.0322580645161,0.0645161290323,0.0645161290323,0.161290322581,0.0,0.0
32,0.967741935484,0.0,0.0,0.0,0.0322580645161,0.0,0.0,0.0,0.0,0.0
33,0.516129032258,0.0,0.0645161290323,0.0322580645161,0.0322580645161,0.0,0.0967741935484,0.225806451613,0.0322580645161,0.0
34,0.161290322581,0.0645161290323,0.161290322581,0.0,0.258064516129,0.129032258065,0.0322580645161,0.129032258065,0.0322580645161,0.0322580645161
35,0.322580645161,0.258064516129,0.0,0.258064516129,0.0,0.129032258065,0.0,0.0322580645161,0.0,0.0
36,0.516129032258,0.322580645161,0.0322580645161,0.0645161290323,0.0322580645161,0.0322580645161,0.0,0.0,0.0,0.0
37,0.838709677419,0.0,0.0,0.0,0.0322580645161,0.0,0.0645161290323,0.0645161290323,0.0,0.0
38,0.967741935484,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.0,0.0,0.0
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.258064516129,0.322580645161,0.0,0.193548387097,0.0645161290323,0.0645161290323,0.0322580645161,0.0322580645161,0.0,0.0322580645161
41,0.645161290323,0.0645161290323,0.0,0.0,0.0645161290323,0.0,0.0645161290323,0.129032258065,0.0322580645161,0.0
42,0.225806451613,0.258064516129,0.322580645161,0.0,0.0,0.129032258065,0.0,0.0,0.0322580645161,0.0322580645161
43,0.387096774194,0.193548387097,0.193548387097,0.0,0.0,0.0967741935484,0.0,0.0967741935484,0.0,0.0322580645161
44,0.58064516129,0.0967741935484,0.0967741935484,0.0,0.0967741935484,0.0322580645161,0.0322580645161,0.0645161290323,0.0,0.0
45,0.709677419355,0.129032258065,0.0,0.0322580645161,0.0322580645161,0.0322580645161,0.0322580645161,0.0322580645161,0.0,0.0
46,0.677419354839,0.193548387097,0.0,0.0645161290323,0.0322580645161,0.0,0.0322580645161,0.0,0.0,0.0
47,0.677419354839,0.225806451613,0.0322580645161,0.0322580645161,0.0322580645161,0.0,0.0,0.0,0.0,0.0
48,0.677419354839,0.0645161290323,0.0,0.0645161290323,0.0322580645161,0.0645161290323,0.0322580645161,0.0,0.0,0.0645161290323
49,0.612903225806,0.0322580645161,0.0322580645161,0.0,0.0322580645161,0.0967741935484,0.0645161290323,0.0645161290323,0.0,0.0645161290323
50,0.774193548387,0.0322580645161,0.0,0.0,0.0322580645161,0.0322580645161,0.0322580645161,0.0645161290323,0.0,0.0322580645161
51,0.322580645161,0.258064516129,0.0,0.258064516129,0.0322580645161,0.0645161290323,0.0322580645161,0.0,0.0,0.0322580645161
52,0.290322580645,0.0,0.129032258065,0.0322580645161,0.290322580645,0.0645161290323,0.0,0.0967741935484,0.0,0.0967741935484
53,0.483870967742,0.0322580645161,0.0645161290323,0.129032258065,0.129032258065,0.0322580645161,0.0,0.0645161290323,0.0,0.0645161290323
54,0.516129032258,0.0645161290323,0.0967741935484,0.0,0.0,0.0645161290323,0.0645161290323,0.193548387097,0.0,0.0
55,0.354838709677,0.0645161290323,0.0645161290323,0.0322580645161,0.0967741935484,0.193548387097,0.0322580645161,0.0967741935484,0.0322580645161,0.0322580645161
56,0.129032258065,0.0,0.258064516129,0.193548387097,0.161290322581,0.0967741935484,0.0645161290323,0.0,0.0967741935484,0.0
57,0.193548387097,0.0645161290323,0.193548387097,0.0322580645161,0.0645161290323,0.161290322581,0.0,0.0322580645161,0.129032258065,0.129032258065
58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.129032258065,0.161290322581,0.258064516129,0.0,0.0967741935484,0.161290322581,0.0645161290323,0.0322580645161,0.0967741935484,0.0
60,0.58064516129,0.0645161290323,0.0,0.0,0.129032258065,0.0,0.0,0.193548387097,0.0,0.0322580645161
61,0.806451612903,0.0322580645161,0.0,0.0,0.0,0.0322580645161,0.0645161290323,0.0322580645161,0.0,0.0322580645161
62,0.258064516129,0.0645161290323,0.193548387097,0.0967741935484,0.0645161290323,0.0322580645161,0.0,0.193548387097,0.0322580645161,0.0645161290323
63,0.612903225806,0.0645161290323,0.0,0.0645161290323,0.0,0.0322580645161,0.0645161290323,0.129032258065,0.0,0.0322580645161
